content,score
"Makin kesini makin keren shopeenya, bnyk gratis ongkir dan potongam harga 👍🏻 terbaik",5
Sangat membantu,5
"Ga bisa masuk.alasan keamanan,padala baru juga daftar",2
byk pilihan tokonya,5
melancarkan dalam berbisnis dan banyak keuntungan,5
"Pengantaran paket sering gagal dalam perjalanan 😩☹️ sering di tunda dan ujung ujung nya di kembalikan ke penjual karena di dalam rincian pesanan mengatakan ( pengiriman ditunda pesanan ditolak pembeli dan akan dikembalikan ke pengirim) padahal saya masih menunggu paket malah di kasih kabar paket telah di tolak ""tolong perbaiki permasalahan ini"" 😩😟",3
"Sangat membantu ,ada juga diskon dan ada juga gratis Ongkir... Thanks Shopee Sukses selalu",5
belanja di dhopee sangat memuaskaan,5
🥰👍🏻👍🏻👍🏻,5
senang berbelanja d shoppe mmbntu skali,5
Mohon d tindak bagi toko toko yang nakal saya barusan kena tipu yg d pesan dress tp yg datang kaos. Nominal nya bagi sya itu besar. Mungkin bagi org yang d atas nominal sgtu kecil tp bagi sya itu lumayan,5
Sangat sangat mudah mendapatkan barang yg dicari... 🥰,5
bagus,5
sangat bgus,5
sangat membantu,5
memudahkan untuk berbelanja barang yang di butuhkan ☺️👍🏻,5
"Semakin parah belanja dibatalkan sistem terus, gak jelas.... Pake Shopee sekian lama dapatnya kecewa.",1
sangat baik,5
Semoga slalua manah para penjualnya,4
Layanan sementara ini bagus,5
Bagong sopi,1
fitur bagus,5
god job,5
Ok,5
shopee kenapa pesananku 3 kali di batalkan kalau pakai voucher belanja. biasanya baik baik saja. dan dana pengembalianku sudah masuk ke shopeepay tapi notif masih muncul terus sudah chat cs tapi tetap notif muncul dan pesanan 3 kali dibatalkan terus lewat sistem 🥹,3
Saran aja sih buat Shopee kalo oberload tidak sanggung untuk menghandlenga mending kasih pilihan jasa kirim kaya dulu,2
Baik dan bagus,5
More now kkkk,5
saya menyukainya,5
5 bintang⭐🌟⭐🌟⭐,5
penipuan iklan bikin hp ngeblank tiba tiba masuk dishopee,1
Mantap,5
bagus,5
yesp,5
Pesanan selalu sesuaii,5
barang yang datang memuaskan,5
good,5
pengiriman cepat,5
Ayo main ini,5
Ok,5
ribet nambah verifikasi tiap masuk,1
gada respon cs sama sekali. paket udah hampir 10 hari ga nyampek padahal cuma beda kabupaten,1
semoga kedepannya bisa lebih baik lagi,5
"Tolong dong untuk pengiriman paket diperbaiki,saya pakai pengiriman standar loh, bukan hemat..masa lama betul sampai 8/9 hari",1
Semoga shopee selalu jaya,5
memuaskan,5
ok shopee makin hari tambh mantap buat berbelanja jadi gampang,5
keren,5
bagus cukup membantu n limitnya juga besar pokok nya rekomendasi lah pakai shopee later,5
mantep,5
Cantumin Nomer Kurir nya DEVELOPER,1
apk shopee sangat membantu,5
Bagus,5
Bagus,5
shopee mantappppp,5
aplikasi online shop yang sangat baik dan memuaskan,5
oke,5
Sangat membantu untuk membeli barang,5
ok,5
Sangat membantu sekali....,5
mantap...sangat membantu,5
beli barang .apa aj ..sampenya gazzz poll,5
keren lanjutkan,5
"akibat kemaruk,shope terlalu banyak mengalihkan ekpedisi ke SPX,padahal spx ora siap,jadi overload disetiap hub",1
👍👍👍,5
mantap,5
terima kasih shopee,5
shoppe sangat buruk pengiriman terlalu lama,1
Terbantu kl butuh sesuatu. Pas ada yg ngasih rekomendasi produk. Bs beli di shopie. Aq suka COD bayr di tempat,5
mantap,5
skarang shope jadi aplikasi terburuk paling nyebelin Tiap kali buka shope pertama muncul shope live dan vidio kalo buka di tempat umum bikin risih ko jadinya makin buruk yaaa varahhhhhh😡😡😡,1
Aplikasi yg sangat membantu saat transaksi belanja online.,5
Belanja puas,5
Baguss bangettt shopee nya keren saya sangat nyaman dengan apps shopee...tpi semakin kesini malah kadang gak bisa di buka apps nya,5
Mantap,5
Sangat membantu sekali,5
"aplikasi nya sekarang parah banget, banyak sekali pembatalan dengan alasan aktifitas tidak wajar, kalau memang ada pembatasan pemakaian voucher harusnya kan masih bisa pakai mesti hanya 1 perangkat, ini tidak bisa semua, padahal kan wajar sekarang kalau dalam satu keluarga ada beberapa perangkat yang install shopee, berarti tandanya puas sama aplikasi ini, tapi kalau semua perangkat di batalin dengan alasan tersebut apa harus uninstall shopee untuk perangkat lainnya dan hanya menyisakan 1 hp aja",1
Suka barangnya pada bagus bagus,5
👍🏽,5
"adeh,orang pengguna baru masa mau beli pake voucher malah g bisa bisa trus kena pelanggaran lagi.nomor jadi ke blokir hadeh",1
"Min itu yang kalau Flash Shell ,Seperti War Iphone dan yang lain lain ,itu masih banyak yang gunain robot min ,sekarang robot ga hanya mencet cepet tapi juga bisa geser pazle .Minta tolong di tindak lanjutin min itu ,Kasian orang seperti kami yang ga ngunain robot ,atau pun cara curang min .di cek min kalau saat flash Shell ada apk atau sistem tambahan dari perangkat orang orang min,takut nya itu robot . SEDIKIT MASUKAN DAN TERIMAKASIH",5
"aplikasi belanja yang sangat worth it.buat aku yg suka mager kemana mana wkwk,apalagibanyak promonya😍",5
Aplikasi nya bgus,5
Lebih diteliti lagi seller nya,3
Saya tidak pernah mengecewakan penjual tapi akun saya di blokir dan tidak bisa cod an lagi,1
"Bayar mental bayar mental,,, ngapain di kasih voucher (live extra-fashion-goldtick) kalau gak bisa di pakai,,??? Uninstal saja pindah aplikasi sebelah",1
Aplikasi yg sangat membantu,5
Aku pesen 2 kacamata malah di kirim 1,3
manta,5
Sangat membantu,5
selama belanja online shop dishopee sangat baik dan semoga amanah,5
"selama saya menggunakan shopee untuk memenuhi kebutuhan saya,belum pernah saya merasa kecewa baik dari kualitas barang maupun pelayanan yang diberikan oleh shopee 🙏",5
Semuanya mudah.. beli bayar kembali,5
"pengalmn berblnja sya dishopee senng bgt krna hrganya murh meriah bngt sya suka sya suka, udh gtu ajh pnglmn sya berblnja dishopee thanxs sellr",5
mantap...puase atas pelayan shopee kkda kami .thanks shopee ...,5
pengiriman cepat ga pernah mengecewakan pokonya mantap,5
ok aja,5
"Aplikasi ini sangat membuat pembeli marah, paket yang di beli melalui Shopee pay tidak ad sampai"" selalu tertunda tunda",1
"Belanja paling gampang dengan gratis ongkir, tambah potongan harga yg bikin bahagia 😆",5
proses cepat,5
ok,4
"tolong diperbaiki fitur pembayaran shopee pay, ketika mau melakukan pembayaran dg memasukkan kode pin, harus nunggu loading lama",4
shope sangat memuaskan dan bagus bgt,5
Aplikasi yng patut d rekomendasikan,5
good,5
Lokasi kurir Pengantar tidak akurat & Pengiriman terkadang tertunda.,1
bagus,5
jangan kasih gratis ongkir kalau ujung paketnya lelet,3
transaksi aman terpercaya,5
ongkir tidak bisa di gunakan,1
"parah banget shopee express sekarang, udah hampir 2minggu paket stuk trs ga dikirim2, giliran ngajuin pengembalian dana disuruh nunggu lagi, sampai sekarang ga ada kejelasan jg skrg paketnya posisi dimana, chat ke pusat bantuan jg ga membantu!!",1
Apliksnya baguss bgt aku suka sama shopee Klo aku mau belanja aku selalu blnja di shopee karna gratiss ongkirr,5
jualan di shopee sekarang pajak nya gede masa saya yg harus nya untung 15 ribu jadi 6 ribu😆 9 ribu nya buat shopee dong 😅 perbaiki lagi dong biar enak jualan nya juga,2
"shopee banyak vocer dan gratis ongkir, retur barang sangat mudah. online shop paling best Poko nya",5
Ok,5
keren,5
bagus banget saya suka sekali 👍🥰,5
"Jasa pengiriman dari shopee (SPX) sangat buruk ,waktu pengiriman sangat lama udah 11 hari barang juga belom sampe",1
good,5
Kenapa sekarang Shopie saya kendala saat melakukan pembayaran. Udh tiga hari tdk bisa chek out. Mohon bantuannya,5
"Kenapa jadi download fitur terus & ga selesai"",menganggu banget padahal mau melakukan pembayaran 😮‍💨",2
mantap kreeen 👍🏻👍🏻👍🏻👍🏻,5
Makasih Shopee Banyak promo Diskonnya....,5
sangat mudah untuk memesan apapun makasi,5
Terimakasih Shoope,5
GAK GUNA !!!,1
Ga tau lagi deh semua nya di persulit mau login ke akun Shopee yg lama ga bisa ini kenapaa sih Shopee hrs di persulit gini pdhl itu akun lama sy yg beda cmn email,1
bagusss,5
aplikasi mantab sayang spay saya ga acc wkwkwk,5
"Dalam semua hal shopee saya kasih jempol, dari awal sampai akhir saya memakai simpan pinjam atau spaylater ga ada telp yang mengganggu sama sekali dari pihak penagih, cuma ada 1 hal yang kurang tolong dong bisa membayar dengan menggunakan dana juga jadi lebih mempermudah yang ga punya ATM, maksud saya hanya ketika kita membayar cicilan ya bukan pencairan 🙏",5
"saya sangat terbantu dengan adanya shopee. apalgi dengan shopee paylaternya, sangat membantu disaat ada kebutuhan mendesak ketika ekonomi kurang stabil.",4
"Sangat baik buat belanja online,,, harga murah dan kalau boleh berikan saya selalu voucher GRATIS ONGKIR dan discount harga di shopee.....keren,,, asik belanja di shopee Krn banyak barang murah.....dan bisa pinjam juga.... lanjutkan",5
"saya suka,dan saya selalu belanja online di shopee",5
bnyk gratis ongkir,5
Bagus terpercaya 👍,4
shopee sangat membantu ongkirnya ongkirnya murah-murah,5
Bagus,5
goodjob,5
berguna,5
barang tidak pernah sesuai wkwkwkkw,1
keren,5
Sangat puas dengan pelayanan,5
sopepepe termurh,4
Bagus,5
"spaylater tau tau dibekukan,padahal tagihan sudah tidak ada sama sekali...",3
"aplikasi belanja online terbaik dan termurah deh, selamat berbelanja semuanya,",5
Sangat membantu sekali,1
Banyak promo barang selalu reelpict maju selalu shopee,5
Bagus bnget,5
"shopee ini kalo ada kendala pembayaran, solusinya lama banget penanganannya , udah lebih dari 3x24 jam belum juga ada solusinya",1
baik sekali,5
"terpakasa b1, karena fitur blokir dihapus, padahal penting banget",1
kualitas nya di pertahanan..,5
sangat baguss,5
Utk saat ini belanja di Shopee lbh asyik dan harga juga lbh murah dari aplikasi hijau,5
"pesan sepatu tapi selalu di kembalikan ke penjual dengan alasan yg tidak jelas , sudah 2 kali malahan malah di balikin , klo spx tidak bisa menghandle pengiriman jangan egois pake jasa pengiriman sendiri, kan bisa pake jasa jnt atau jasa pengiriman yg lain , kasih tau karyawan kalian di gudang kerja yg benar",1
Pokonya puaas bngt deh shopi,5
"teruntuk jasa pengiriman Shopee express Sirimau hub, tolong perbaiki sedikit dalam hal pelayanan dan pengiriman barang, sudah terjadi berkali"" banyak yang komplain untuk pengiriman lewat jasa pengiriman Shopee express Sirimau hub yg slalu mengalami keterlambatan pengiriman dan juga pelayanan yang kurang memuaskan terimakasih🙏",1
"Saya menggunakan jasa pengirim spx hemat, pengalaman yang sangat buruk, estimasi tiba tanggal 15 sedangkan tanggal 17 masih belum ada info sama sekali, pemberi harapan palsu, hidup saya hanya dipermainkan seperti ini😿",1
shoopee mantap,5
"pe giriman cpt ,rapi,,harga terjangkau",5
"Selama ini aman2 aja pake shopee.. Claim Coinpun ngak ada masalah.. Tapi beberapa hari ni ngak bisa lagi claim coin saat nnton live, katanya ada pelanggan.. Salah apa sih? Bisa dijelaskan? Ngak tau salah apa tapi ngak bisa ngumpulin coin lagi.. 😞😞😞",5
sangat membantu mencari produk yg diperlukan,5
ok,5
"Kasih sya diskon lagi phee, KLO bole THR juga 😆🤣🤣",5
Sangat membantu dalam era belanja online,5
kernlen banyak gratis ongkir,5
sekarang shopee jauh lebih baik dan saya sangat menyukai nya❤️ tingkatkan terus performa baiknya😍,5
untuk sementara ga bisa belanja di shopee dulu. karena pesanan selalu dibatalin shopee karena aktivitas tidak wajar. kejadiannya berawal saya dapat voucher gede. habis itu kalau buat pesanan selalu dibatalin shopee. hadeeh.. mana mau belanja buat lebaran lagi. sudah chat cs shopee tapi ga ada solusi. sudah penuhi semua intruksinya tapi tetep ga bisa buat belanja.,1
"Gan saya pengguna shopeeh udah lama,,tapi kenapa ya baru semalam saya mau order barang dan melakukan pembayaran lewat shopee pay kok gak bisa,keterangannya""kami sedang membuat fitur dan mohon tunggu""dan itu lama sekali saya menunggu ada 30menit belum selesai juga,akirnya sampai saat ini saya tidak bisa melakukan transaksi lewat shopee pay,,,pliss bantuannya...",4
shopee pelayanan nya keren,5
Suka banget belanja di Shoppe banyak THR nya dan freong sukses selalu dan perbanyak trs bonus nya,5
mantap 👍👍👍,5
Bagus lebih bagus,5
Pengiriman lama tolong d tingkatkan tiktok shop aja paling lama 3 hari. Terima kasih,1
Puas belanja dishopi bnyak yang murah,5
"bgus, sangat mmbantu,",5
"sangat membantu, cuman pengantaran lama",5
Bagus,5
Aplikasi bagus,5
gunakan jasa kirim yang bertanggung jawab. paket sering hilang dalam pengiriman dan etimasi yang cukup lama,1
"Tolong dong shopee, jangan hanya ya iya aja dengan keluhan kami, kami ingin belanja tapi aplikasinya ngebug terus, jadi tolong segera perbaiki sistemnya.",1
Bagus banget harganya terjangkau banyak pilihan pokoknya the best👍💯👍💯,5
Bagus,5
sangat membantu...,5
baik,5
Promonya kadang ga guna tapi game nya bisa ngatasin gabut kok,5
kenapa selalu muncul video di saat mau bukak aplikasi ini..sangat mengganggu,4
pengiriman barang nya lama banget,1
Saya kecewa spinjam saya selalu ditolak...mau kalian apa..padahal saya selalu pakai shoppe untuk kebutuhan belanja...,1
Tidak bisa berkata²🥰,5
bagus,5
sangat membantu pas ga ada waktu buat beraktifitas belanja,5
apk ya bagus,5
kadang eror gak bisa di buka,5
bagus pertahankan,5
bagus,5
Bagus tetapi kurang di ongkir mahal cuma itu aja,4
belanja ga jadi ribet,4
Nemu apk shopee............mantap,5
Berguna,5
MALAS,1
sangat membantu,5
mantap,5
"Shope bangke kiriman belum nyampe lama banget makanya jangan serakah pengiriman di handel sendiri,,terus paket yang numpuk mau di kirim kapan",1
Okkk,5
Mantap,5
Shope bagus saya suka banget,5
good,5
"shoope tidak berkerja dengan baik saat melihat keranjang atau melacak pesanan agak eror ada tulisan jaringan bermasalah padahal sudah pakai wifi, data juga stabil bisa buat tiktok lancar tetapi saat buka shoope dan lihat keranjang/melacak pesanan selalu jaringan bermasalah",1
biarkan bintang berbicara,5
"barang ny bgs,bakal beli di sini LG next terima kasih sopee dan bang kurir nya",5
sangat puas dengan aplikasi shopee,5
Dari Tahun ke Tahun shope SPX semakin ngk jelas,1
"Sangat membantu..perlu apa"" cari di shopee.",5
"diskon sekarang dikit tdk seperti dulu,.. tp kalo soal fiturnya enakan yg skrg,. sat set",4
"bisa buat belanja,jadi suka",5
Tolong shopee.begitu masuk aplikasinya jangan tertuju pada video dong.bikim hape jadi lemot.meskipun SDH berpisah ke pengiriman suara video nya masih berputar dengan jelas...dan sangat mengganggu.,4
"Sy belanja di Shopee banyak pengalaman baru dan kenyamanan, tdk perlu lagi cari diluar, dan lengkap mau cari barang apa sj semuanya ada, penjualnya semua ramah, merespon cepat, dan kurir yang mengantarkan paketnya juga sangat Rama dan baik, aplikasi Shopee semua memudahkan buat sy pribadi",5
Padahal hp aku iPhone tapi kenapa aplikasi nya ngeleg ya,2
bagus,5
"Suka belanja dishoope,aman amanah dan tidak ribet",5
Shopee bagus sekali tpi kenapa shopee saya tidak bisa dibuka ya tolong dong aku penhen belanja tauu...:(,5
bermanfaat bagi kami,5
mantap banyak potongan harganya banyak gratis ongkirnya,5
"udah 2 hari di drop point kota saya, tapi gak di kirim kirim, aneh njir gak biasanya Cok, gw takutnya di rumah gak ada siapa siapa, njir parah banget sekarang shoppe Cok , nganternya lama",1
Bagus bgt,5
Manta shopee..tolong dong shope paylater sama shopee pinjm saya jangan d tolak terus.kan saya blanja terus..trima kasih,5
"Saya suka shopee, barangnya bagus² , juga gratis ongkir",5
mudah mengakses segala kebutuhan,5
"bagai mana mengatasi shoppe jaringan tidak stabil, dan tidak bisa melihat pesnan atau keranjang dll tolong shoope bantu sudah dapat 2 hari",4
iklanya menganggu,1
"Bisa usul kan, kenapa harus di kirim ekspedisi spx melulu Lemot taukkk spx itu lemott",4
sangat cocok dengan pesananya,5
sangat baik,5
murah dan terjangkau,5
kak kenapa rute pengiriman sekarang muter2 gitu,5
"shopee terbaik sihh baguss jugaa, banyak promo nyaa",5
Pelayanan bagus,5
coba dululah,5
bagus banget saya suka berbelanja di sini,5
"Shopee memang ok, setiap pesanan selalu sampai tepat waktu",5
Sepeee mantul,5
bisa Belanja Dengan Hemat,5
Bagus,5
Shoppee is the best 👍👍,5
"aplikasi shopee sejauh yang aku pake , benar2 nge bantuu bangat deh kualitas dan harga nya pun murah2 trimakasih shopee",5
"terang lama pengiriman Argo aja kaga sesuai ko masa samdey, pengambilan. aja kaga sesuai ongkir males lah apaan. itu samdey semakin lama pikir dong tekor bensin tuh samdey",1
"Beli barang di sini males bget sama masalah pengiriman. Hampir 2 hari barang masih di penjual, nunggu jemputan lah, pas dijemput ga ada orang rumah lah.. Lempar-lemparan masalah aja. Kurir SPX. Trus waktu estimasi jauh deket ga masuk akal bisa hampir seminggu. Kalo luar pulau lama ya maklumlah. BT kalo tiap blanja di sini. Ada-ada aja kendalanya. Beda ma toko hijau..Hadeh. Oh ya . giliran dikirim..ehh estimasi di ubah..payah.",2
"shopee EMG bagus tpi TDK dengan paylater nya,telat 1x = blacklist saya udh hmpir 5tahun paylaternya masih dblokir pdhl SDH TDK ada tagihan",5
"Kenapa saat saya membuka aplikasi ini selalu ke video dan live , itu terjadi pada hp saya atau dari aplnya, bahkan saat sudah di beranda dan melakukan pencarian produk , suara dari video dan live masih berjalan, mungkin bagi konsumen lain terbantu ya, namun entah kenapa saya merasa sedikit terganggu.",3
Belanja apapun di shopee lebih mudah hemat waktu puas memilih dan pelayanan yang memuaskan,5
Update pesanan lama tolol padahal udah masukin email,1
Bangus banget,5
Belanja jadi lebih mudah...,5
"Setiap ke Gugel mial download lagu masuk trus ke shopee najis banget cari duit yg halal lah shopeee Jan bikin emosi, gua beli paket ga Sudi liat shope",1
Selalu baik amanah dan pastinyaa wort it lah buat kaum mager lngsung cek out kranjang oren aja dehh,5
Baik sekali,5
"Mohon untuk pihak developer untuk meningkatkan dan memperbaiki apa yg menjadi keluhan2 kami,saya sudah beberapa kali mau transaksi selalu muncul ""sedang downloading"" sedang memuat fitur entah apa maksudnya, yg mengakibatkan saya tidak bisa melakukan pembelian, semoga pihak developer memperhatikan dan segera memperbaiki sistemnya untuk kenyamanan para pengguna aplikasi.",1
sangat membantu,5
"Lumayan tapiii agk ngelag , terus keluar sendiri tapi untuk aplikasi nya 🙌🏻👏🏻👍🏻",4
kar na ga sesuay,1
Sangat puas,5
"Shopee semakin tidak amanah, pertama: lambat kasih infonya,kedua: sering paketan rusak diodol2 bubble wrapnya, ketiga: terkadang uang kembaliannya tidak dikasih kurirnya dan ke 4: paketan kemarin juga di pecahkan.",1
Ok juga,5
ga bisa update,5
mantap,5
bad,1
puas,5
"pengirimannya lelet, lambat, sangat lambat, sangat-sangat lambat, lambat bangettttttt saya belanja kacamata minus itu urgent karna kacamata sebelumnya pecah ini malah disuruh nunggu 2 minggu kocakkkkkkkkkkkkkkk SPX EXPRESS APANYA YANG EXPRESS",1
Payleter dksih limit kredit 300 rbu kecil amat,1
saya tidak suka shpy sangat mengganggu kan iklan nya,1
"Di update bukannya lancar malah nge crash,hadeww",4
Ya bagus sih,5
mantab,5
Alhamdulillah selalu puas. jangan sampe kecewa deh.dan ga mau dapat pengalaman buruk,5
bagua,5
Semoga shopee semakin terdepan.,5
Sangat ngga akan nyesel si kalo beli disini,5
sangat membantu,5
Mantaplah,5
Kecewa banget sama kurir ny gak sabaran,3
iklan mengganggu. Diakses lemot/berat nggak seperti app sebelah,3
Iklan bangggsad,1
tolong kurir shoppe yg namanya muhamad risqi daerah marunda rorotan dipecat aja. dia beberapa kali buat jengkel dan tidak niat jadi kurir. pertama pernah ngembalikan paketan saya tanpa seizin saya hanya karena saya lg tidak d rmh. ke dua dia tidak menjawab chat saya dan saya harus menunggu lama paketan saya tidak diantar2!!! banyak sekali menyita waktu oleh kurir LABIL ITU!!!!,3
Ayo download aplikasi shopee.... belanja murah dan ongkirnya murah....makasih shopee senang belanja di shopee big ramadan,5
"kebanyakan drama, pesanan dibatalin lah, ditunda lah, dibatalin pas udah mau dianter kurir padahal gak ada yg batalin",3
"Paling malas ngelihat kalo udah pengiriman spx,pengiriman lama sekali, tidak pernah tepat waktu,jarak dari Jawa ke Medan paling lama biasa seminggu,ini bisa jadi 2 Minggu,kalo bisa hapus aja pengiriman spx,malas aku liatnya,ruwet bangetttt[,mendingan jnt atau JNE aja,sorry bintang 1 Wkwkk,makan tuh ampas padiiii",1
jika brg tidak cocok. di batalkan lgsung kembali ke pembeli .,5
sgt membantu dalam berbelanja,5
Mantab...,5
Kenapa ni aplikasi makin aneh aja.masa tiap kali transaksi harus download data.emang data apa sih yg harus di download.,1
"Ganti nomor sulit. Nomor yang udah hilang, disuruh konfirm. Buat akun baru juga sulit, verifikasi wajah gagal terus.",1
Terbaik🥳🥳🥳🥳,5
sangat bagus,5
mantap sangat membantu... i like you shoope,5
"Tolong dibuka kembali shoppee Spaylater dan Spinjaman saya yang sudah dibekukan 3 tahun yang lalu, secara sudah tidak ada tunggakan. Mohon pertimbangkan kembali terimakasih. tidak menyelesaikan masalah.",1
mantap top,5
puas,5
ok,5
"perangkat saya gabisa login sudah chat CS service shopee gabisa bantu, masa harus ganti hp.udah makin ribett ini shopee",1
apk marketplace terpercaya dan amanahh,5
Alhamdulillah,5
Pop up pembayaran cuma loading aja sampe waktu pembayaran habis.,1
sebenernya bagus sih cuma kalo lagi maen game terus ada iklan shopee susah. bgt di close nya..maksa banget kesan nya,1
"Sangat memuaskan,belanja jadi makin mudah dan cepat",5
suka banget belanja di shopee karena banyak gratis ongkirnya,4
baguss smga smkin berkembang dan makin suksess shoopie....shoopie sangat membantu krna klo mau cri apa² tu smua ada dshoopie😇..no ribet no capek ..tnggal pesan ehhh ud dtg🤗 ...,5
"Shopee ini lama2 bikin emosi, co produk real pakai voucher batal, KALAU SUKA BATALIN CO MENDING GAK USAH NGADAIN PROMO VOUCHER!!!! SEMUA2 DIBATALKAN",1
Nice,5
"Capek banget sama Shopee sekarang ,, main batalkan transaksi mulu dengan alasan aktifitas tidak wajar , p",1
"respon cepat tanpa ribet, mdah²an gratis ongkir seperti dlu 😂 makin sukses shopee",5
paling susah buka aplikasi shopee ramadhan sekarang pengen belanja buat lebaran aplikasinya lelet banget,2
good,5
Mudah,5
Terbaik,5
"belanja lebih mudah,murah dan praktis gk perlu keluar rumah",5
shope pinjam saya tidak bisa di gunakan. padahal pembayaran lancar terus tidak ada keterlambatan. apk nya makin ga jelas,1
Paket saya blm sampe ke customer udah 2 minggu,1
"bintang satu aja ya... buruk banget pelayanan kalian, saya udah lapor terkait kendala yang saya alami ternyata cuma lapor doang udah 4 kali saya laporan dengan kasus yang sama gak digubris sama sekali. kayaknya aku pindah ke apk lain aja yaaaaaa",1
sangat mudah dalam berbelanja. dan banyak gratis ongkirnya,5
nice,5
"Meskipun alasan overload krna big ramadhan sale, tpi kompensasi nya ga fairlah Shopee. dlu keterlambatan dignti voucher 10rb dgn minimal belanja Rp 0. skrg dpt diskon 10rb tpi hrs belanja 100rb baru bisa digunakan vouchernya. paket saya lebih 10hri baru sampai. sangat tidak fair utk kami sbg konsumen. saya juga kecewa akun shopee paylater saya dibekukan hingga kini. maaf saya ganti penilaian 5bintang saya.",2
Senang sekali berbelanja di sopphe kalo bisa ada gratis ongkir terus yaa,5
Senang sekali belanja di shopee,5
selama saya berlangganan shopee sangat puas,5
Solusi buat yg malas ke mall belanja,5
Memudahkan,5
Shopee saya bermasalah tidak bisa menyelesaikan pembelian saat tahap membayar dg shopee pay Tulisannya kami sedang memuat fitur mohon tunggu sebentar,4
"Shopee jd langganan ketika mau belanja online, barang/ keperluan rumah tanpa harus keluar rumah",4
"Tunda dulu ah belanja di shpeenya, saya benci sama shopee karena nggak jelas soal voucher 99% yang berlaku 5 menit, saya coba cek out harga sama saja. Intinya shopee ""menjebak pembeli"" dengan ketentuan voucher tersebut..... Hadoohh... Kenapa shopee selalu ada jebakannya sihhh!!?.",1
kenapa thr ku tidak muncul kak..yang lainnya muncul semua😭 tolong kak beri penjelasan,4
bagus dan menarik,5
flash sale serba 1000 malah gak bisa di klik aneh banget :v,1
Apk yang sangat bagus,5
halah meski banyak promonya tpi sering ke balsis,1
"Kenapa sih sekarang tiap mau bayar pakai shopeeppay ada tulisannya sedang download fitur, silahkan tunggu. Padahal dulu juga ga pernah ada ky gitu. Udah nunggu lama bgt tapi ga loding2, pesnan jadi dibatalkan. Udah bolak balik ky gitu. Udah mau idul fitri jdi ga bisa belnja cepat malah dibatalin karna download fitur tiap mau bayar.",2
Tb2 muncul live,1
"aplikasinya bagus, gw cuma mau komen kalo buat iklan gak usah dikit dikit masuk apk, udah gitu keluarnya susah gw udah download shopee tapi iklannya malah buat gw hapus shopee, HP gw ngelag tod makanya buat iklan gak usah dikit dikit open apk shoppe udah gitu di pencet tombol back gak keluar keluar bangsad",2
Sangat mencintai shopy karna bisa blanja apa saja yg kita inginkan,5
Ok,5
iklan nya keseringan,1
layanan online shop terbaik,5
"Jauh dari kata memuaskan, kebiasaan buruk platform kalau sudah besar, kepuasan pelanggan diabaikan, mulai seenaknya sendiri... 1. Filter di aplikasi mulai ngaco 2. Hasil pencarian sering nggak sesuai dengan kata kunci 3. Ekspedisi rekomendasinya nggak becus ngurusin paket 4. Ekspedisi rekomendasinya nggak transparan dengan kendala paket milik pelanggan 5. CS mulai susah dihubungi, diarahkan ke chat bot (choki) yang nggak bisa kasih solusi Karakter nggak cukup, kalau cukup masih banyak lagi.",1
senang dengan barang nya karena harga terjangkau mewah dan keren,5
"pengiriman slalu sesuai pesanan.gak ribet,byk pilihan & murah serta slalu ada promo.",5
"Mau CO pas ada event diskon 50% pot. Max 30k . Eh, eror terus nih shopee keluar masuk halaman . Padahal udh dari dulu pkek ini APK.",1
"shopee tolong ya jasa kurir spx di perbaiki semenjak awal maret semua paket saya molor sampai seminggu (pdhl udah di kota saya) dengan alasan paket overload , seharusnya bisa mengatasi gmn caranya semua paket tidak molor walaupun paket nya bnyk , paket overload jangan di jadikan alasan kalau blm bisa handle semua pesanan jangan di alih kan ke spx !! saya vouchernya vip lo , itu beli TDK gratis ada garansi pesanan pun percuma masa sekarang min belanja 100rb baru dpt potongan 10rb Jd ga ke pake",1
shope makin gk bner aja akun shopepay terblokir secara tiba tiba dan tanpa penjelasan knpa terblokir sbner nya tidak ada ke salahan sama sekali hubungin dan chat lngsung cs shope jga msh gk bisa jelas in kacaw,1
berguna bgt cari barang tingal klik lansung,5
Ok,5
"Hati2 ya gaes.. Antaraja ud pindah ke alfamart dan alfamidi, jangan kirim lewat agen/kios lagi, barang saya hilang...",5
best,5
Banyak diskon+gratis ongkir mantep,5
bahan yg dikirim berkualitas,5
bagus..udh banyak kemajuan nih shopee,5
"belanja di shope emang mudah tapi sayang sekali sekarang menggunakan jasa kirim Otomatis yg di sediakan oleh shopee sendiri plah bikin kendala karna pengiriman sangat² lama sekali kadang Sampek 1 mingguan lebih, enakan dulu bisa pilih sendiri jasa kirim,, harusnya di kontak lagi tu jnt karna paling gesit pengiriman, kalau dari spx bikin g nyaman lelet",3
buruk lemot saldo shopeepay masih 40rb gabisa digunakan,1
"semakin ke sini Shopee semakin parah. dpt voucher 15rb, tapi pas dipake ga bisa katanya ada aktivitas mencurigakan di akun. lah emang saya ngapain? aktivitas mencurigakan apa? org ga ngapa2in. kalau ga niat ngasih voucher ga usah!",1
bagusss,5
shoope the best,4
selamat,3
sangat membantu,5
mantap,5
bagus aplikasinya,5
Kemudahan dalam belanja disetiap saat,5
"Gimana cara nya kalau kita pesan barang tapi expedisinya bukan SPX? Kalau bisa j&t. Pengiriman nya sangat lama menggunakan SPX dan barang sering di retur perkara lambat angkat telpon dari kurir, begitu di telpon balik kurir nya engga mau angkat telpon, tau"" Ny barang sua di retur. Dan itu sering terjadi",1
"Menarik belanja dishopee,pas dan cocok",5
